text,label
Such a gorgeous picture. The looks on Glen's and Dan's faces are priceless. Maybe they get as much from us as we do from them ,0
ONE MINUTE TILL #1DHour on @Hits93Toronto,3
Thank you,0
Sorry but if you’re under 5’11 I won’t bottom for you  I’ll top you though,1
Low key purell is delicious ,4
Only so far one. but working on my second,2
"Ty for makingme laugh, bc I'm a wreck! From what his Drs say, masks are useless if ""you're"" not the 1 infected & w/1 of his rare diseases, it's upper resp probs he's most prone to! I'm fkd in the head bc his body couldn't take this~may need to lock him in his roomsomehow?!",1
I won a match this week! Smash improvement ,1
definitely miss cleveland ky  https://twitter.com/Ballislife/status/1238123086874107904 …,3
You’re different  keep applying pressure  @AmarachiSmoove_https://twitter.com/LELADYLOBOHOOPS/status/1237832772875624450 …,0
"C'mon #AMillionLittleThings, post 2x19 promo pics w @florianalima. 

We need some happiness today dammit. 
#LittleThingsWithFlo",0
I sliced the very tip of my right index finger trying to clean our new blender blades and the bandaid interferes with my crocheting ,2
Hormones raging ,4
Hope not ,4
Probably one of my selfies ,2
I miss Ryan :(,0
so beautiful ,3
i don’t want to be at the gym today but here i am. my “dedication” ,2
"aww, so sweet of u johnny.  https://twitter.com/johnnyorlando/status/1238131216114765825 …",3
"Nope, it will never happen again.. love you back",0
Dawg I been crying laughing for the last 30 mins,4
"I can easily imagineNext they’ll want to charge admission., https://twitter.com/RealJamesWoods/status/1238215766572322816 …",1
for my future lover; please buy me daisy jewelry  a daisy promise ring would be so cute omg  or daisy earrings and necklace  pls,2
Leaves his autograph to the chief as a keepsake,1
"every time I look at my hand, I WANT THIS MAN TO DIE ",4
"You’re not, I promise you that. I’m here for you as well as everyone else who supports you  I don’t know you really and I just followed u bc I’ve seen u on my timeline and I want u to know that even tho I don’t really know you that I’m always here for u",0
he really is ,2
Appreciate y‘all heavy,0
I want a dawta ,3
no more champions league no more anything pic.twitter.com/SRT3zYMOlm,2
"Two friends of mine just flew from Iran and Milan without any disruption last week. Also, we have a open day tomorrow at centre, come and enjoy",1
@johncutlefish My biggest challenge has been when people use generalized feature area + the word 'service' to address any feature gaps. Do you have a term for that?,1
someone be cute and have matching colour schemed dps with me ,2
IM SORRY IM CRYING TOO,2
"#OTD 3-13-1930, my discovery was publicly announced to the world!Some thought I might be bigger than Earth! As it turned out, I'm smaller than Earth's moon.(The headlineabout possibly being bigger than Jupiter was fake news even back then.)#Space http://theplutodiaries.com pic.twitter.com/nuHZwztKRW",1
Hahaha... A perfect scenery ever ,0
Mankessim Juice Wurld ,1
Look at all that tissue  https://twitter.com/OfficerBandit/status/1238215769445388288 …,2
Make it viral ,4
Thank russia ,1
u still byutipul just d way u r ,0
it's one of my favourite things ,3
KSU aint do the same  https://twitter.com/NicoSZN/status/1238251591851036672 …,2
"NBA, NHL and even XFL suspended their championships.  But @WWE moved #SmackDown to the performance center.
#koronowirus",1
Hey ily ,3
Quick reminder that I love Kookive gc ,3
"No. (well at least not me, the awkward 17 yr old controlling this account). I will be sure to ask other comp sci competitors if they have tried this yet.",1
Love u 2 baby,0
I HATE MATH SO MUCH WHY THEY GAVE ME A MF 45 ON MY PROJECT,4
Also still waiting for the official MV/VCR to be released. ,2
"Imagine if the flight to the deserted island in Animal Crossing New Horizons gets cancelled because of COVID-19, extra realism",4
you are so beautiful omg record the cover please never asked you for anything ,2
"Oml yes or Gwaith cartref for homework, date too ",2
my squadmates  pic.twitter.com/2mYHA7CYgS,3
 bruh,3
I live in a RED state..we don't put up with that  BS. I shopped  Walmart today..I didn't see one cart overloaded with toilet paper. ,1
I’ll try not to take this to heart...,3
Hey come on surely you must know by now question time only exists to bash the government ,1
Pulling up to RR tomorrow in a hazmat suit and boots. Corona virus not finna keep me from blackout dancing ,4
Love the reference @amymaccc ,0
"2:30AM. GOODNIGHT EVERYONE 

KEEP DREAMING 

KEEP SMILING 

NEVER GIVE UP 

LOVE YOURSELF",1
@DannyLoPriore how do I find the playlist ,2
Unlucky maxi ,3
everybody in that mf ,4
Thank you... ,3
You make me wanna grow my hair... Shit is inspirational...,3
That dress. https://twitter.com/NlCOLEKlDMANS/status/1237795734960902144 …,0
Relatable ... Lily has good spirits though ,4
my chest hurts like heeeeeeellll,3
"""i just don't like him"" ",2
The @xfl2020 canceling the remainder of the season means we won’t get to see the @XFLBattleHawks hold up the championship trophy until 2021,4
Real different congrats family @3BallJay #muddymotiveshttps://twitter.com/bonniesmbb/status/1237453168751120393 …,4
"over my de*d body, mock him and then try to take his fame ",4
You should get on the planning committee. That’s how you know this stuff ,1
"So sorry, guys. The website is going through a system glitch and we’re trying very hard to get the recipe cards up and running again! Thank you so much for your patience. ",0
Also thanks for the follow! I’ll do my best to report updates  #BBCAN8,1
ok so my orchestra assessment actually did got canceled and now i feel bad ,2
"I’m with you on that one,
asymmetrical beauty  pic.twitter.com/ghUPTinD6s",0
Happy Birthday!!!! ,3
Also no one. We're kinda pathetic ,2
We are with you for the long haul bb!!! Take as long as you need! ,0
Excuse my face but we’ve hit 3k followers and 50k views in the same week.  pic.twitter.com/q61NwsWvaE,0
 thanks!! ,1
Ion want to leave to gym until it closes tonight ,4
We have a fallen soldier ,2
apple juice SLAPS  BUT ALSO IDK ORANGE JUICE TASTES LIKE ORANGE ZEST I DON'T VIBE I apologise ,2
That place looks creepy,0
"FASHIONABLY LATE Coming Soon  @ New Bedford, Massachusetts https://www.instagram.com/p/B9kohoUB5PG/?igshid=5hzwactxdfyl …",4
Gets a *snort laugh* from my mom!,1
Ready for Friday ,0
What are you waiting for? ,1
"A jam, we never forget 

Mdu    Sabela360p https://youtu.be/3QHdmHiANAM  via @YouTube",0
this’ll be my last time seeing a lot of yall for a while ,3
"yo, i was just trying to take a 30min nap and everyone gotta be so damn loud",4
Always a good time for DUNKIN! @foodbankSJ Champion Against Hunger  @dunkindonutspic.twitter.com/UcgM2x8deI,0
i’m sitting alone at my school’s play ,2
I hate having unsupportive friends  pic.twitter.com/M7QGw4YevN,2
Actually hate sharing a birthday with my sister it’s my 21st birthday and her 26th yet somehow it’s still all about her,4
Them no dey search Visa sef ,1
when does taes ost come out? ,3
If you leave ?! Don't hesitate  it's hard to live with fake person,1
MIKE SCOTT WITH AUTHORITY,4
ay bro this better be real toilet paper ain’t cheap ,4
You got a chair ?? Hope you got treats too and not just a chair. Cheeky Mr.C,1
We are listening to. Bunsen and our dear friend Rex,0
Killed it dingle ,1
Gonna suck it up and buy new joycons ,3
As a part of the Literacy Leaders Team I you for using our schoolwide strategy. PAWS is also ESOL friendly. They can use emojisto react if they are level ones.,1
Wish they offered it for Macs. Unfortunately I don't own a windows computer ,2
 okie am alive now,3
Imissyou  pic.twitter.com/JzqXwMK7XX,2
"This is so good to know just in case, thank you! and ugh I'm SO sorry  When are your dates as of now (if I may ask)?",2
i’m 18 live with parents and love playing games and that’s all i do....sign me,2
Do you know what is an organisational culture? Find out here #OrgCulturehttp://ed.gr/b911p,0
Thank you my friend!,1
I miss my jo ,3
God save the world of Football  #Choronavirus #bbcfootball #dybala,3
u too,1
Don't know but seems a lot more serious todayPerhaps another stroke,1
heartbreak weather isn't out in my country yet so here am i just staring at my ticket and thinking about singing all the lyrics with u  pic.twitter.com/HNxsNwdaC6,2
You know that I want to be with you all the time ,2
Naah im sure u still got it in you nevertheless,1
Xiao Zhan is the fairest & prettiest boy I’ve seen. ,0
I was just wondering do you happen to like black girl ,3
Dont talk to my wife like that ,4
Lov seein this good lad ,4
Thank u,4
She’s still there! ,1
17 hours... Yep... That's the limit for you missing me ig  lIKE I'M SO THANKFUL FOR YOUR LOVE I SWEAR,3
"Keying your car at the Royal Regina!

",1
You definitely belong there  I miss you and wish you the best i’m proud of you !,0
my dio shirt came ,3
I didn’t even get to try some fried oreos  https://twitter.com/kkkkeziah/status/1237785400330072064 …,2
"My Brittany got mad
I’m barely her man now ",2
faz com you don't own me ,3
Second year in a row winning “ Best Hair” !!!  I’m so glad I work with such amazing people  and thanks to everyone who voted for me  #lauriewinsbesthair #laurieisabusybee  #chantelrayrealestate #lovemyjob… https://www.instagram.com/p/B9nNdJThjwE/?igshid=teeb26x5voji …,0
Honestly I just want a drama free life,4
"Collecting Memories  is just Like rising your Ages with hopes  that u can Enjoy more n More in your Own Style .
#best_moments_nature
#bestfriend_bday_Meet_up
#bride #photography
#best_friend_wedding… https://www.instagram.com/p/B9kou-hpE71/?igshid=c8nwksf51q9x …",0
19 caliber bullets.,0
I left my job in December and became self employed ('pyjamas worker'). Seems there might be more gilt edges to jumping off the cliff edge than I anticipated..,1
its oki  https://twitter.com/Ruoynees/status/1238145819007746051 …,1
They already announced that they're planning a global release! ,1
Aced 4/4 of my midterms #scholar,4
I know ,2
It literally ain't shit in my fone and it keep talking bout full storage ,4
AIRRRR MIKEEEE!!!! MIKE SC9TT TAKES FLIGHT,4
"That was an over the top SNL cold open too
Warren & McKinnon


Warren's viral moment gets one-upped by J. Lo and A-Rod

https://www.cnn.com/videos/us/2020/03/09/flip-the-switch-jennifer-lopez-alex-rodriguez-elizabeth-warren-moos-ebof-pkg-vpx.cnn …",1
Mnnhm that's what I like  https://twitter.com/thenellok/status/1237752824286580736 …,0
Inspire expire .....,4
Guess I’ll Go To The Park And Smoke ,2
"good night to my s/o @elongated_gose, my wife @Ih8phannies1, and all my moots!",3
same here  why jus ok? if u don’t mind me asking,3
Damn bro looking at this made me miss Overwatch ,2
"Friendly reminder that we were given the choice between Harry Souttar, Ryan Edwards and Paul Downing in the summer ",1
Nice one. ,1
"When we said Jose Mourinho was done for and no EPL team will appoint him, y'all thought we were bluffing. Well we were, we were equally shocked when Pochettino was sacked by Spurs for Jose Mourinho. The nerves
Look at your Jose Mourinho now. ",4
please  thank you :),3
"Ma'am this tl never simps for more than 20 minutes then y'all go back to thirst tweeting. Ig stans are dedicated to simping, that's the spirit",4
it hurt me ,2
Mean Girls but oh WTF Adorable ,0
Being shy is a curse. ,2
Mines is Behind The Story ,3
 Sorry guys. ,3
yes !!!!!! or no????  wh oknows ,2
Frfr damn it was a bop ,4
These hoes playing,0
